,Slot of Booking (Hour of the Day),90_days_repeat,Days_between_booking_service,Source_B,Source_C,Source_D
25748,14,0,0,1,0,0
25749,13,0,4,0,0,0
25750,13,0,1,0,1,0
25751,6,0,0,0,1,0
25752,14,0,3,0,1,0
25753,14,0,4,0,0,0
25754,13,0,3,1,0,0
25755,13,0,2,0,0,0
25756,18,0,3,1,0,0
25757,14,0,0,0,0,1
25758,14,0,0,0,1,0
25759,16,0,1,0,0,1
25760,12,0,0,0,0,1
25761,7,0,2,0,0,0
25762,9,0,4,0,1,0
25763,14,0,3,0,1,0
25764,14,0,5,0,0,0
25765,16,0,5,0,0,1
25766,16,0,4,1,0,0
25767,14,0,3,0,0,1
25768,12,0,3,0,0,0
25769,10,0,3,1,0,0
25770,10,0,4,0,0,1
25771,14,0,4,0,1,0
25772,14,0,3,1,0,0
25773,14,1,3,0,1,0
25774,13,1,2,1,0,0
25775,13,1,5,1,0,0
25776,14,1,3,0,0,1
25777,19,0,1,0,0,1
25778,14,0,1,0,0,1
25779,14,0,1,0,0,1
25780,7,1,1,1,0,0
25781,7,1,2,1,0,0
25782,12,0,1,1,0,0
25783,14,0,2,0,0,1
25784,13,0,3,1,0,0
25785,14,0,1,0,0,1
25786,17,0,1,0,1,0
25787,16,0,2,0,0,0
25788,13,0,4,0,0,1
25789,19,0,2,0,0,1
25790,14,0,1,0,1,0
25791,14,0,0,0,0,1
25792,14,1,0,0,0,1
25793,14,1,5,0,1,0
25794,14,1,0,0,1,0
25795,19,0,4,0,0,1
25796,14,1,1,1,0,0
25797,14,1,5,0,0,1
25798,15,1,2,0,1,0
25799,19,0,1,0,1,0
25800,6,0,4,0,0,1
25801,8,0,1,1,0,0
25802,19,1,4,0,0,1
25803,14,1,5,0,1,0
25804,14,1,4,0,0,1
25805,7,0,5,1,0,0
25806,14,0,0,0,0,0
25807,6,0,4,1,0,0
25808,17,1,3,1,0,0
25809,19,1,0,0,0,0
25810,13,1,2,1,0,0
25811,11,1,3,1,0,0
25812,17,1,2,0,0,1
25813,16,1,4,1,0,0
25814,7,1,2,1,0,0
25815,11,1,2,0,1,0
25816,17,1,3,1,0,0
25817,9,1,5,0,1,0
25818,11,1,1,0,1,0
25819,14,0,1,1,0,0
25820,18,0,2,0,1,0
25821,6,1,1,0,0,1
25822,13,1,2,0,0,1
25823,19,1,3,0,0,0
25824,14,1,1,0,1,0
25825,16,1,1,1,0,0
25826,13,1,1,0,0,0
25827,15,1,5,0,1,0
25828,14,0,3,0,0,1
25829,14,0,0,0,0,1
25830,14,0,5,0,0,0
25831,18,0,4,0,1,0
25832,14,0,3,0,1,0
25833,14,1,0,0,1,0
25834,14,1,0,0,1,0
25835,14,1,1,0,0,0
25836,13,1,3,0,0,1
25837,14,1,5,0,1,0
25838,14,0,1,0,1,0
25839,13,0,2,0,0,0
25840,11,0,2,0,1,0
25841,11,0,4,0,1,0
25842,18,0,0,0,1,0
25843,14,0,5,1,0,0
25844,14,0,2,0,1,0
25845,14,1,1,1,0,0
25846,14,1,0,1,0,0
25847,14,1,4,1,0,0
25848,14,1,2,0,0,0
25849,15,1,2,0,0,1
25850,12,1,5,0,1,0
25851,7,1,1,0,1,0
25852,12,1,5,0,0,0
25853,16,1,2,0,0,1
25854,13,1,5,0,0,0
25855,13,1,4,0,0,0
25856,14,1,2,1,0,0
25857,8,1,4,0,0,0
25858,14,0,2,1,0,0
25859,13,0,3,0,1,0
25860,14,0,3,0,0,0
25861,13,0,4,0,0,1
25862,16,0,3,0,0,1
25863,14,0,0,1,0,0
25864,14,0,3,0,1,0
25865,14,1,5,1,0,0
25866,11,1,0,1,0,0
25867,6,1,1,1,0,0
25868,10,1,2,1,0,0
25869,13,1,1,0,1,0
25870,14,0,4,0,1,0
25871,7,0,2,1,0,0
25872,13,1,5,0,0,1
25873,15,1,3,0,0,0
25874,10,1,3,0,0,0
25875,14,1,3,1,0,0
25876,6,1,0,1,0,0
25877,11,0,4,1,0,0
25878,9,1,5,0,0,1
25879,8,1,3,0,0,1
25880,14,1,1,0,0,1
25881,14,1,0,0,0,1
25882,13,1,0,0,1,0
25883,14,1,1,0,1,0
25884,19,1,0,0,1,0
25885,14,1,2,1,0,0
25886,16,1,1,0,1,0
25887,14,1,0,1,0,0
25888,13,1,3,0,0,1
25889,14,1,3,0,0,0
25890,14,1,4,1,0,0
25891,17,1,5,0,1,0
25892,13,1,5,0,0,1
25893,18,1,2,1,0,0
25894,10,0,0,0,0,1
25895,16,0,5,0,0,1
25896,15,0,0,0,1,0
25897,14,0,1,0,0,1
25898,14,0,2,0,0,1
25899,15,0,0,0,1,0
25900,7,0,1,0,1,0
25901,19,0,3,0,0,0
25902,15,0,4,0,1,0
25903,14,0,5,1,0,0
25904,9,0,0,1,0,0
25905,13,0,2,1,0,0
25906,15,0,5,1,0,0
25907,14,0,0,0,0,1
25908,14,0,0,1,0,0
25909,13,0,3,1,0,0
25910,8,0,4,0,0,0
25911,6,0,4,0,1,0
25912,14,0,5,0,0,0
25913,8,0,5,0,0,0
25914,14,1,3,0,1,0
25915,14,1,3,0,0,0
25916,14,0,5,0,0,1
25917,14,0,3,0,0,0
25918,14,0,0,0,0,0
25919,9,0,2,1,0,0
25920,19,0,3,0,0,1
25921,14,0,4,0,0,0
25922,14,0,3,0,1,0
25923,14,0,1,1,0,0
25924,10,0,5,1,0,0
25925,13,0,0,0,1,0
25926,14,0,4,0,0,1
25927,14,0,4,1,0,0
25928,11,0,2,0,1,0
25929,19,0,0,0,0,0
25930,10,0,2,0,1,0
25931,9,0,5,0,0,0
25932,8,0,5,1,0,0
25933,16,0,0,0,1,0
25934,9,0,4,0,1,0
25935,16,0,1,0,0,1
25936,19,0,4,0,1,0
25937,14,0,3,0,0,1
25938,19,0,1,0,0,0
25939,14,0,4,0,0,1
25940,7,0,3,0,1,0
25941,16,0,0,1,0,0
25942,7,0,2,0,0,1
25943,7,0,2,1,0,0
25944,6,0,3,0,0,1
25945,9,1,4,0,1,0
25946,14,1,1,0,1,0
25947,13,1,2,0,1,0
25948,19,1,1,0,1,0
25949,15,0,1,0,0,1
25950,11,0,3,1,0,0
25951,18,1,5,0,0,1
25952,14,1,1,0,1,0
25953,12,0,0,0,0,1
25954,18,0,4,0,0,0
25955,14,0,0,0,0,0
25956,14,1,1,0,0,1
25957,10,1,0,0,1,0
25958,10,1,4,0,1,0
25959,9,1,0,1,0,0
25960,15,1,2,1,0,0
25961,16,1,0,0,0,0
25962,11,1,4,1,0,0
25963,14,1,2,0,1,0
25964,14,1,2,1,0,0
25965,16,1,3,0,1,0
25966,19,0,0,0,1,0
25967,9,0,3,0,0,1
25968,13,0,5,0,0,1
25969,11,0,4,1,0,0
25970,17,1,3,0,0,1
25971,14,1,0,0,0,0
25972,14,1,5,0,0,1
25973,14,1,1,0,0,1
25974,14,1,3,0,0,1
25975,13,1,4,1,0,0
25976,14,1,0,0,0,0
25977,19,1,4,0,1,0
25978,7,1,1,0,1,0
25979,14,0,2,0,1,0
25980,16,0,4,1,0,0
25981,7,0,1,0,1,0
25982,16,1,5,0,0,1
25983,14,1,2,0,1,0
25984,13,1,5,0,1,0
25985,13,1,5,0,0,0
25986,10,1,3,1,0,0
25987,13,1,4,0,1,0
25988,17,0,0,0,1,0
25989,14,0,3,1,0,0
25990,13,0,5,0,0,0
25991,14,1,5,0,0,1
25992,13,1,0,0,0,0
25993,14,1,0,0,0,1
25994,17,1,5,0,1,0
25995,16,1,4,1,0,0
25996,18,1,4,0,1,0
25997,12,1,5,0,1,0
25998,14,1,3,0,0,0
25999,10,1,2,0,1,0
26000,17,1,5,0,0,1
26001,14,1,4,0,1,0
26002,8,1,4,0,0,0
26003,13,0,5,0,0,0
26004,17,0,1,0,1,0
26005,12,0,0,1,0,0
26006,13,1,5,1,0,0
26007,13,1,2,0,1,0
26008,14,0,2,0,0,1
26009,15,0,2,0,1,0
26010,13,0,2,1,0,0
26011,17,0,5,0,1,0
26012,11,0,4,0,0,0
26013,9,0,3,0,1,0
26014,8,1,2,1,0,0
26015,7,1,1,0,1,0
26016,9,1,0,1,0,0
26017,12,1,2,0,1,0
26018,13,0,2,1,0,0
26019,13,1,2,0,1,0
26020,14,1,2,0,1,0
26021,14,1,1,0,0,1
26022,13,0,5,1,0,0
26023,12,0,0,0,0,0
26024,13,0,3,0,0,1
26025,8,1,5,0,0,1
26026,13,1,5,0,1,0
26027,14,1,3,0,0,1
26028,9,1,0,0,1,0
26029,14,1,4,0,0,1
26030,15,1,0,0,1,0
26031,11,1,3,0,1,0
26032,11,0,3,0,1,0
26033,18,0,1,0,0,1
26034,13,0,4,1,0,0
26035,10,0,3,1,0,0
26036,9,0,1,0,0,0
26037,8,0,1,0,0,0
26038,6,0,4,1,0,0
26039,14,0,3,1,0,0
26040,8,0,0,1,0,0
26041,13,0,2,1,0,0
26042,13,0,0,0,0,1
26043,14,0,1,0,1,0
26044,10,0,3,0,0,0
26045,7,0,4,0,0,1
26046,19,0,0,0,1,0
26047,15,0,5,0,1,0
26048,12,0,4,0,0,1
26049,8,0,5,1,0,0
26050,7,0,2,1,0,0
26051,14,0,2,1,0,0
26052,15,0,5,0,1,0
26053,14,0,5,0,1,0
26054,9,0,2,0,0,1
26055,19,0,4,0,0,0
26056,13,0,4,1,0,0
26057,13,0,4,0,0,1
26058,6,1,2,1,0,0
26059,13,1,4,0,0,1
26060,14,0,3,0,0,1
26061,13,0,2,0,1,0
26062,12,0,0,0,0,1
26063,6,1,0,1,0,0
26064,15,1,1,0,1,0
26065,13,1,5,0,0,0
26066,14,0,3,0,0,0
26067,17,0,0,0,1,0
26068,13,1,2,1,0,0
26069,15,1,0,0,1,0
26070,16,0,1,1,0,0
26071,14,1,2,0,0,1
26072,13,1,3,1,0,0
26073,16,1,2,0,1,0
26074,14,1,5,0,1,0
26075,13,1,5,0,0,0
26076,14,1,0,1,0,0
26077,18,1,2,0,1,0
26078,14,1,2,1,0,0
26079,13,1,0,1,0,0
26080,8,1,5,0,1,0
26081,13,1,3,0,1,0
26082,18,1,5,0,1,0
26083,14,1,0,0,0,0
26084,14,1,5,0,0,0
26085,14,1,3,0,0,0
26086,8,1,2,1,0,0
26087,14,1,4,1,0,0
26088,6,1,3,0,1,0
26089,17,1,1,0,1,0
26090,7,0,2,0,1,0
26091,9,0,1,1,0,0
26092,14,0,0,0,1,0
26093,14,0,4,0,0,1
26094,14,1,5,0,0,0
26095,14,1,1,0,1,0
26096,12,1,3,0,0,1
26097,14,1,0,0,1,0
26098,6,1,3,1,0,0
26099,16,1,0,0,1,0
26100,13,1,2,1,0,0
26101,10,0,5,1,0,0
26102,7,0,2,1,0,0
26103,14,0,1,0,0,0
26104,14,0,5,1,0,0
26105,11,0,0,0,1,0
26106,17,0,4,0,0,1
26107,16,0,5,1,0,0
26108,18,0,4,0,1,0
26109,12,0,1,0,0,1
26110,9,0,2,0,1,0
26111,10,0,4,0,0,1
26112,14,0,1,1,0,0
26113,9,0,4,1,0,0
26114,13,0,5,0,0,1
26115,14,0,0,0,1,0
26116,15,0,1,0,1,0
26117,14,0,1,0,1,0
26118,14,0,0,0,1,0
26119,13,0,1,0,0,1
26120,18,0,2,0,1,0
26121,14,0,0,0,0,1
26122,13,0,1,0,0,0
26123,13,0,4,0,0,1
26124,14,1,4,0,1,0
26125,14,1,2,0,1,0
26126,14,1,3,1,0,0
26127,14,1,0,1,0,0
26128,6,1,4,0,1,0
26129,14,1,1,0,0,0
26130,14,0,3,0,0,0
26131,14,0,2,0,1,0
26132,10,0,3,1,0,0
26133,6,0,5,1,0,0
26134,13,0,2,0,0,1
26135,18,1,4,0,0,1
26136,7,1,3,0,0,1
26137,17,1,3,0,1,0
26138,10,1,2,0,0,1
26139,14,0,0,0,1,0
26140,12,0,3,0,0,1
26141,17,0,3,0,0,1
26142,17,0,0,0,0,1
26143,15,0,5,0,1,0
26144,14,0,3,1,0,0
26145,13,0,4,0,0,0
26146,14,0,1,1,0,0
26147,14,0,0,0,0,1
26148,14,0,4,0,0,1
26149,13,0,0,0,0,0
26150,12,0,1,1,0,0
26151,14,1,4,0,0,1
26152,14,1,3,1,0,0
26153,17,1,2,0,1,0
26154,7,1,5,0,0,1
26155,14,1,0,0,1,0
26156,14,1,4,1,0,0
26157,14,1,1,0,1,0
26158,13,1,5,0,0,0
26159,14,1,3,0,1,0
26160,14,1,0,0,1,0
26161,15,1,2,1,0,0
26162,17,0,2,0,1,0
26163,18,0,1,0,1,0
26164,13,1,5,0,1,0
26165,14,1,3,0,1,0
26166,16,1,4,1,0,0
26167,18,1,5,0,1,0
26168,9,0,1,0,1,0
26169,14,0,5,0,1,0
26170,14,0,3,1,0,0
26171,14,0,1,0,1,0
26172,14,0,4,0,1,0
26173,15,0,2,0,0,0
26174,14,0,2,1,0,0
26175,17,0,0,1,0,0
26176,14,0,3,1,0,0
26177,9,0,3,1,0,0
26178,19,0,5,0,0,1
26179,19,0,3,1,0,0
26180,7,0,1,0,1,0
26181,14,0,0,0,1,0
26182,15,0,0,1,0,0
26183,10,0,0,0,0,1
26184,7,1,0,1,0,0
26185,12,1,3,0,0,1
26186,14,1,1,0,0,1
26187,13,1,1,1,0,0
26188,14,0,2,1,0,0
26189,14,1,4,0,1,0
26190,13,1,3,1,0,0
26191,12,1,5,0,0,0
26192,14,1,2,0,1,0
26193,18,1,3,0,0,0
26194,13,0,5,0,0,1
26195,9,0,3,0,0,1
26196,13,0,4,0,0,1
26197,14,0,0,0,0,1
26198,19,0,0,1,0,0
26199,10,0,4,1,0,0
26200,18,1,2,0,1,0
26201,14,1,1,0,0,0
26202,14,0,1,0,0,0
26203,13,0,2,1,0,0
26204,7,0,0,0,1,0
26205,10,0,3,1,0,0
26206,14,0,4,0,1,0
26207,14,0,5,1,0,0
26208,10,1,0,1,0,0
26209,14,1,1,0,0,1
26210,14,1,1,0,1,0
26211,19,1,5,0,0,0
26212,14,1,4,0,1,0
26213,10,0,5,0,1,0
26214,13,1,5,1,0,0
26215,11,1,3,1,0,0
26216,14,1,0,0,0,0
26217,14,1,0,0,1,0
26218,14,1,2,0,1,0
26219,14,1,3,0,0,0
26220,14,1,0,0,1,0
26221,19,0,3,1,0,0
26222,8,0,0,1,0,0
26223,14,0,5,0,0,0
26224,14,0,2,0,0,1
26225,14,0,3,0,0,0
26226,10,0,2,1,0,0
26227,6,0,5,0,0,0
26228,11,0,3,0,1,0
26229,8,0,4,0,0,1
26230,14,1,4,0,1,0
26231,8,1,3,1,0,0
26232,17,0,1,1,0,0
26233,6,0,5,0,1,0
26234,8,0,2,0,1,0
26235,14,0,0,1,0,0
26236,14,1,5,0,1,0
26237,13,1,0,1,0,0
26238,14,1,5,0,0,0
26239,14,0,4,0,1,0
26240,15,0,1,0,1,0
26241,13,0,4,0,0,1
26242,17,0,2,0,1,0
26243,12,0,3,0,0,1
26244,16,0,1,0,0,1
26245,15,0,3,0,0,1
26246,7,0,5,1,0,0
26247,7,0,4,1,0,0
26248,10,0,5,0,1,0
26249,12,1,5,0,0,1
26250,14,1,0,0,0,0
26251,14,0,5,0,1,0
26252,14,0,3,0,0,1
26253,12,0,4,1,0,0
26254,7,0,3,0,0,1
26255,14,0,3,0,1,0
26256,14,0,5,1,0,0
26257,19,0,5,0,0,1
26258,15,1,0,1,0,0
26259,14,1,5,0,1,0
26260,15,0,1,1,0,0
26261,14,0,1,0,0,1
26262,13,0,2,0,0,1
26263,14,1,4,0,1,0
26264,14,1,5,0,0,1
26265,10,1,2,0,1,0
26266,14,1,0,1,0,0
26267,13,1,2,0,0,1
26268,16,1,5,0,1,0
26269,19,0,4,0,0,1
26270,14,1,3,0,0,1
26271,14,1,3,1,0,0
26272,12,1,2,0,1,0
26273,9,0,3,0,0,1
26274,13,0,5,0,1,0
26275,18,0,4,1,0,0
26276,14,0,4,0,1,0
26277,12,0,2,1,0,0
26278,12,0,5,0,1,0
26279,14,0,5,1,0,0
26280,8,0,4,0,0,1
26281,8,0,5,0,1,0
26282,9,0,2,0,0,1
26283,18,0,2,0,1,0
26284,12,0,3,0,0,1
26285,6,0,0,0,1,0
26286,13,0,0,0,0,1
26287,13,0,2,1,0,0
26288,19,0,4,0,0,1
26289,11,0,5,0,0,1
26290,17,0,0,0,1,0
26291,15,0,0,0,1,0
26292,6,0,5,1,0,0
26293,15,0,0,0,0,1
26294,13,0,0,0,0,1
26295,9,0,0,0,0,1
26296,11,1,1,0,0,1
26297,11,1,5,0,0,1
26298,13,1,5,1,0,0
26299,9,1,4,1,0,0
26300,15,1,1,0,1,0
26301,14,1,0,0,0,0
26302,14,1,3,0,0,0
26303,9,1,2,1,0,0
26304,14,1,4,0,0,0
26305,6,1,1,0,1,0
26306,13,1,4,0,0,1
26307,10,1,5,0,1,0
26308,9,0,2,0,0,0
26309,14,0,3,0,0,0
26310,14,0,3,0,0,0
26311,17,0,5,0,0,1
26312,14,0,5,0,1,0
26313,14,0,4,1,0,0
26314,18,0,3,0,1,0
26315,19,0,5,1,0,0
26316,14,0,0,0,1,0
26317,13,0,1,0,1,0
26318,9,0,0,0,0,1
26319,15,0,5,0,0,1
26320,14,0,1,0,1,0
26321,19,1,3,0,1,0
26322,14,1,2,0,0,1
26323,9,1,2,0,0,0
26324,7,0,2,0,0,1
26325,14,0,0,0,0,1
26326,15,0,0,1,0,0
26327,14,0,1,1,0,0
26328,18,0,1,0,1,0
26329,14,0,0,0,1,0
26330,8,0,5,0,0,1
26331,12,0,2,1,0,0
26332,11,0,1,0,1,0
26333,16,0,3,0,0,1
26334,10,1,0,1,0,0
26335,14,1,4,0,0,1
26336,14,1,3,0,1,0
26337,14,1,0,1,0,0
26338,14,0,3,1,0,0
26339,13,0,1,0,0,0
26340,14,0,1,0,0,0
26341,13,0,3,0,0,1
26342,13,0,0,0,0,0
26343,12,0,0,0,1,0
26344,7,1,2,0,1,0
26345,14,1,0,0,0,1
26346,11,0,3,0,1,0
26347,6,0,2,0,0,0
26348,18,0,3,0,1,0
26349,14,0,1,1,0,0
26350,11,0,4,1,0,0
26351,14,1,0,0,0,1
26352,8,1,2,0,1,0
26353,14,1,5,1,0,0
26354,13,0,5,1,0,0
26355,11,0,4,0,0,1
26356,13,0,2,0,0,0
26357,10,0,4,0,1,0
26358,16,0,4,0,0,1
26359,9,0,2,0,0,1
26360,13,0,3,0,1,0
26361,17,1,1,0,0,1
26362,14,1,1,0,0,0
26363,14,1,4,0,0,0
26364,19,1,0,0,0,1
26365,11,0,1,0,0,0
26366,12,1,0,1,0,0
26367,13,1,5,0,0,0
26368,13,0,0,1,0,0
26369,13,0,3,0,1,0
26370,7,0,0,0,1,0
26371,14,0,2,0,1,0
26372,15,0,2,0,1,0
26373,14,0,5,0,1,0
26374,15,0,3,0,1,0
26375,17,0,4,0,0,1
26376,14,0,0,0,1,0
26377,6,0,5,0,0,1
26378,12,0,0,0,1,0
26379,13,0,1,1,0,0
26380,13,0,2,0,0,0
26381,18,0,3,0,1,0
26382,14,0,5,1,0,0
26383,13,0,3,0,0,1
26384,14,0,5,0,1,0
26385,14,0,1,0,0,1
26386,14,0,2,0,1,0
26387,14,1,4,0,1,0
26388,14,1,3,0,0,1
26389,18,0,1,1,0,0
26390,8,1,3,0,0,0
26391,14,1,0,0,0,0
26392,13,1,2,1,0,0
26393,14,1,1,1,0,0
26394,9,1,5,0,1,0
26395,18,0,4,1,0,0
26396,8,0,3,0,0,1
26397,14,0,0,0,0,1
26398,14,0,3,0,0,1
26399,13,0,2,0,0,0
26400,14,0,4,0,0,1
26401,18,0,4,0,0,0
26402,18,0,2,0,0,0
26403,10,0,1,0,0,1
26404,12,0,2,0,0,1
26405,12,1,3,0,0,0
26406,8,1,2,0,0,1
26407,14,1,4,1,0,0
26408,13,1,4,0,0,1
26409,10,1,0,0,1,0
26410,8,1,2,0,1,0
26411,19,1,4,0,0,1
26412,12,1,4,0,1,0
26413,10,0,2,0,1,0
26414,16,0,0,0,0,1
26415,14,0,4,0,0,1
26416,13,1,1,0,1,0
26417,8,1,4,0,0,0
26418,14,1,1,0,0,0
26419,8,1,2,0,0,1
26420,13,1,3,0,1,0
26421,16,1,4,0,1,0
26422,14,1,4,1,0,0
26423,19,1,3,0,0,1
26424,12,1,1,1,0,0
26425,7,1,4,0,0,0
26426,13,1,4,0,0,1
26427,14,1,5,0,0,1
26428,11,1,0,0,1,0
26429,7,1,0,1,0,0
26430,14,1,2,0,0,0
26431,8,0,2,0,1,0
26432,14,0,2,0,1,0
26433,14,1,1,0,1,0
26434,14,1,2,1,0,0
26435,12,1,5,0,0,1
26436,13,0,0,1,0,0
26437,14,1,4,1,0,0
26438,15,1,5,0,1,0
26439,14,1,3,1,0,0
26440,14,1,1,0,1,0
26441,14,0,2,0,0,0
26442,14,0,2,0,0,0
26443,16,0,3,0,1,0
26444,18,1,5,0,1,0
26445,8,1,4,0,0,1
26446,8,1,0,0,0,1
26447,14,0,1,1,0,0
26448,13,0,2,0,1,0
26449,14,0,2,0,1,0
26450,16,0,5,0,0,1
26451,19,1,2,0,1,0
26452,14,1,4,1,0,0
26453,9,0,1,0,0,1
26454,14,0,1,0,1,0
26455,14,0,2,0,1,0
26456,13,0,4,0,0,1
26457,14,0,2,1,0,0
26458,14,0,5,0,1,0
26459,19,0,5,0,1,0
26460,14,0,5,0,1,0
26461,8,1,2,1,0,0
26462,14,1,5,0,1,0
26463,14,1,0,1,0,0
26464,14,1,0,0,0,0
26465,12,0,0,0,0,1
26466,14,0,3,0,1,0
26467,7,0,0,0,0,1
26468,15,0,4,0,1,0
26469,7,0,1,0,0,1
26470,14,0,4,0,1,0
26471,10,0,1,0,0,1
26472,9,0,3,0,1,0
26473,14,0,3,0,1,0
26474,13,0,3,0,1,0
26475,14,0,5,0,1,0
26476,19,0,0,0,0,1
26477,13,1,1,0,0,0
26478,14,1,5,0,1,0
26479,18,0,3,0,0,1
26480,19,0,5,0,1,0
26481,13,0,5,1,0,0
26482,9,0,4,0,1,0
26483,16,0,1,1,0,0
26484,14,1,0,1,0,0
26485,14,1,0,0,1,0
26486,8,1,3,1,0,0
26487,12,1,0,0,0,1
26488,15,1,1,1,0,0
26489,19,1,4,0,0,0
26490,18,1,2,0,1,0
26491,14,1,0,0,1,0
26492,14,1,2,0,1,0
26493,18,1,2,0,0,1
26494,14,1,3,0,0,0
26495,15,1,2,0,0,1
26496,18,1,1,0,1,0
26497,15,0,2,0,1,0
26498,14,0,2,0,1,0
26499,14,0,5,0,1,0
26500,10,0,5,0,0,0
26501,17,0,2,0,0,1
26502,14,0,5,1,0,0
26503,17,0,2,0,0,1
26504,12,0,5,0,0,1
26505,14,0,4,0,1,0
26506,10,0,4,1,0,0
26507,14,0,3,1,0,0
26508,14,0,3,0,0,1
26509,14,0,4,0,0,1
26510,14,0,0,0,0,1
26511,19,0,2,0,0,1
26512,13,0,4,0,0,1
26513,14,0,2,1,0,0
26514,13,0,2,1,0,0
26515,13,0,5,1,0,0
26516,9,0,1,1,0,0
26517,13,0,2,0,0,1
26518,13,1,0,0,0,1
26519,14,1,5,0,1,0
26520,14,1,3,1,0,0
26521,9,1,5,1,0,0
26522,7,1,5,0,1,0
26523,18,0,5,0,0,0
26524,14,0,1,0,1,0
26525,10,0,1,0,0,0
26526,13,0,1,1,0,0
26527,15,0,0,0,1,0
26528,9,0,5,0,1,0
26529,12,0,4,0,1,0
26530,14,0,3,0,0,0
26531,13,0,0,0,0,0
26532,19,0,2,0,1,0
26533,14,1,2,0,1,0
26534,10,1,3,0,1,0
26535,9,1,2,0,0,1
26536,6,0,4,0,1,0
26537,16,0,4,0,1,0
26538,10,1,0,1,0,0
26539,14,1,1,1,0,0
26540,14,0,2,1,0,0
26541,6,0,1,1,0,0
26542,11,0,4,0,1,0
26543,10,0,2,0,1,0
26544,14,0,3,1,0,0
26545,12,0,2,0,1,0
26546,19,1,0,0,0,1
26547,13,1,5,0,1,0
26548,8,1,0,0,1,0
26549,13,1,5,1,0,0
26550,19,1,3,1,0,0
26551,14,1,2,0,0,0
26552,14,0,4,0,0,0
26553,13,0,2,0,0,0
26554,7,0,3,0,1,0
26555,7,0,4,0,0,1
26556,14,0,5,0,1,0
26557,9,0,0,0,1,0
26558,14,0,1,1,0,0
26559,16,0,3,0,0,1
26560,14,0,2,0,0,1
26561,14,0,5,0,0,1
26562,14,0,1,0,0,0
26563,15,0,1,0,0,0
26564,6,0,2,0,0,1
26565,9,0,1,0,1,0
26566,11,0,3,0,0,1
26567,13,0,5,0,0,1
26568,13,0,1,0,0,1
26569,14,1,2,0,0,0
26570,11,1,3,0,1,0
26571,14,1,0,1,0,0
26572,13,1,0,1,0,0
26573,8,1,2,0,1,0
26574,14,1,1,0,0,1
26575,9,1,0,0,0,1
26576,10,0,3,0,0,1
26577,13,0,3,1,0,0
26578,14,0,2,0,1,0
26579,12,0,2,0,1,0
26580,11,0,5,1,0,0
26581,11,0,2,0,0,1
26582,14,1,5,0,0,0
26583,15,1,4,0,1,0
26584,13,0,2,0,0,0
26585,14,1,4,1,0,0
26586,9,1,0,1,0,0
26587,14,1,4,1,0,0
26588,11,1,2,0,0,1
26589,19,1,2,0,0,1
26590,15,1,5,0,0,0
26591,6,1,2,0,1,0
26592,8,1,5,0,0,0
26593,19,1,5,0,1,0
26594,19,1,4,1,0,0
26595,13,1,0,0,1,0
26596,14,1,1,0,1,0
26597,14,1,1,0,1,0
26598,6,1,1,0,0,1
26599,13,1,0,0,0,1
26600,15,1,4,0,0,1
26601,14,1,2,0,1,0
26602,13,1,2,1,0,0
26603,13,1,5,1,0,0
26604,9,1,3,0,1,0
26605,15,0,4,0,1,0
26606,14,0,1,1,0,0
26607,8,0,1,0,0,1
26608,14,0,2,1,0,0
26609,14,0,5,1,0,0
26610,8,0,5,1,0,0
26611,13,0,2,0,1,0
26612,17,0,2,0,0,1
26613,8,0,3,0,0,1
26614,10,0,1,0,1,0
26615,17,0,5,0,1,0
26616,6,0,3,0,1,0
26617,8,0,0,0,0,0
26618,15,0,1,0,0,0
26619,14,1,5,0,0,0
26620,11,1,1,1,0,0
26621,14,1,3,0,0,1
26622,7,1,0,0,1,0
26623,14,1,4,0,1,0
26624,17,1,5,0,1,0
26625,14,1,3,1,0,0
26626,8,1,3,0,0,1
26627,12,1,0,0,0,0
26628,19,1,1,1,0,0
26629,14,1,3,0,0,1
26630,9,1,3,0,1,0
26631,7,0,5,0,1,0
26632,14,0,5,1,0,0
26633,14,0,2,0,0,1
26634,13,0,2,0,0,1
26635,7,0,0,0,1,0
26636,9,0,1,0,0,1
26637,9,0,3,0,0,1
26638,15,0,2,0,0,0
26639,14,0,0,0,1,0
26640,14,0,1,0,0,1
26641,13,1,0,1,0,0
26642,14,1,5,0,1,0
26643,9,0,5,0,1,0
26644,18,0,4,0,1,0
26645,14,0,5,0,1,0
26646,10,0,1,1,0,0
26647,10,0,4,0,0,1
26648,7,1,2,0,1,0
26649,14,1,5,0,1,0
26650,7,0,4,1,0,0
26651,7,0,1,0,1,0
26652,14,0,2,0,1,0
26653,14,0,4,0,1,0
26654,14,0,1,0,1,0
26655,16,0,5,1,0,0
26656,14,0,2,0,1,0
26657,13,0,4,1,0,0
26658,13,0,0,0,0,0
26659,6,0,2,0,0,0
26660,13,0,0,0,0,0
26661,11,0,0,0,1,0
26662,12,0,3,1,0,0
26663,17,1,5,1,0,0
26664,15,1,0,0,1,0
26665,17,1,3,0,0,1
26666,10,0,5,0,1,0
26667,12,0,1,0,0,0
26668,11,0,1,0,0,0
26669,13,0,0,0,0,1
26670,11,0,4,0,1,0
26671,8,1,4,1,0,0
26672,12,1,1,1,0,0
26673,14,0,0,1,0,0
26674,13,1,2,0,1,0
26675,14,1,1,0,0,0
26676,8,1,0,0,0,0
26677,10,0,5,0,1,0
